size_bytes,price,rating_count_tot,rating_count_ver,user_rating_ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,user_rating
226083840,0,1559,126,4,9,Games,40,5,1,1,4
40488960,0,1,1,4,4,Games,40,4,2,1,4
96720896,0,15,0,0,12,News,37,0,1,1,3
3008276480,5.99,100,13,3.5,12,Games,25,5,1,1,3.5
481390592,2.99,9,1,5,4,Games,38,5,16,1,3.5
17457152,0,281,97,3.5,4,Social Networking,38,0,17,1,3.5
55851008,0,12779,3366,5,4,Photo & Video,37,0,9,1,5
171746304,0.99,224,6,2.5,17,Games,40,5,1,1,3
126681088,4.99,517,175,4.5,9,Games,38,5,10,1,4.5
32492544,0,212,17,4.5,4,Games,37,4,15,1,4.5
339391488,0,0,0,0,17,Games,40,5,1,1,0
609991680,1.99,70,10,3,4,Entertainment,38,5,6,1,3
578273280,0,2088,44,4.5,9,Games,38,5,1,1,4.5
640870400,2.99,124,39,4,9,Games,38,5,9,1,4.5
135132160,2.99,94,26,4,4,Productivity,38,5,20,1,4.5
55376896,4.99,99,8,4,17,Games,40,5,16,1,4
23538688,0,0,0,0,12,Book,38,4,1,1,0
1027908608,0,2005,14,4.5,4,Games,37,4,1,1,4.5
112135168,0,3874,71,4,4,Games,38,5,11,1,4.5
95789056,0,35,0,0,12,Social Networking,37,0,1,1,4.5
1736704,0.99,0,0,0,4,Entertainment,40,3,24,1,0
107540480,0,733,15,4.5,9,Games,38,5,1,1,4.5
88379392,0,377,8,5,12,Games,37,5,6,1,4.5
38117376,0,1198,6,5,17,Medical,37,0,9,1,5
299395072,3.99,1,1,4,4,Games,37,5,14,1,4
799076352,0,238,51,4,12,Games,37,5,1,1,3.5
121671680,0,3173,113,4.5,4,Shopping,37,0,1,1,5
256049152,0.99,0,0,0,12,Games,43,5,1,1,0
104727552,0,0,0,0,4,Health & Fitness,37,0,3,1,0
931567616,0,3537,848,4.5,4,Games,38,5,11,1,4.5
14546944,0,7,2,1,4,Games,40,2,1,1,1.5
85999616,0.99,16,16,4.5,4,Games,40,3,1,1,4.5
88055808,19.99,52,19,5,4,Music,37,5,2,1,4
24163328,1.99,361,55,4,4,Games,37,5,1,1,4
55037952,0,3,3,3.5,4,Games,38,0,4,1,3.5
653022208,0,730,3,4.5,12,Games,37,5,12,1,4.5
51475456,0,0,0,0,12,Book,38,5,1,1,0
41996288,0,0,0,0,4,Games,40,3,1,1,0
250717184,2.99,138,33,3.5,9,Games,38,5,1,1,4
422011904,1.99,255,63,4.5,9,Games,40,5,1,1,4.5
58649600,0,960,130,5,4,Health & Fitness,37,5,12,1,5
201266176,0,1666,11,4,4,Games,37,5,1,1,4.5
289065984,0.99,14,2,5,4,Games,38,0,31,1,3.5
153967616,0,16305,1327,4.5,9,Games,37,4,10,1,4.5
245165056,2.99,49,15,4.5,4,Education,40,5,17,1,3.5
32029696,0,8,0,0,4,Utilities,40,0,1,1,4
458349568,2.99,181,1,5,4,Games,40,5,1,1,4.5
57729024,0.99,53,43,4.5,9,Games,43,5,16,1,4.5
359372800,0,392,111,4,4,Games,43,5,1,1,4
226968576,2.99,141,34,4,4,Education,38,5,58,1,4
491725824,2.99,173,9,3.5,4,Education,38,5,58,1,4
712294400,2.99,200,103,4.5,12,Games,38,5,1,1,4.5
161198080,0,4721,156,4,12,Games,37,5,1,1,4
1089228800,0,20621,6745,4.5,9,Games,38,4,1,1,4
184078336,0,6051,173,4.5,4,Games,37,5,12,1,4.5
35566592,0,227,6,5,17,Entertainment,37,5,6,1,5
62734336,0,1702,580,5,12,Food & Drink,37,0,9,1,4.5
222253056,0.99,4,4,5,9,Games,43,5,9,1,5
57837568,2.99,76,4,3,4,Games,37,4,1,1,3.5
13328384,2.99,1,1,5,4,Education,43,4,1,1,5
91478016,0,1354,153,4.5,4,Games,38,5,11,1,4.5
132153344,0,1593,56,4,4,Games,37,5,11,1,4.5
48006144,2.99,152,80,4,9,Games,40,2,1,1,4.5
47969280,0,878,37,4.5,9,Games,37,5,13,1,4.5
223020032,0,0,0,0,4,Games,38,5,1,1,0
145424384,0,23015,1730,4.5,4,Games,38,5,11,1,4.5
286941184,1.99,29,4,3.5,4,Education,38,5,18,1,3
78624768,0,23,1,1,4,Shopping,38,0,1,1,2.5
28254208,0,0,0,0,4,Games,38,4,4,1,0
47817728,0,490,19,2,4,Lifestyle,37,2,1,1,2.5
57004032,4.99,379,239,3.5,9,Games,43,4,1,1,4
237295616,0,3250,25,4,4,Games,37,5,21,1,4
194486272,2.99,32,32,4.5,4,Games,37,0,1,1,4.5
135406592,3.99,278,32,5,4,Games,40,5,1,1,4.5
181778432,0,4815,27,4.5,12,Games,38,4,3,1,4.5
106096640,0,425,12,4.5,4,Games,38,5,11,1,4
99517440,0,25,12,3,4,Games,38,5,1,1,4
102620160,0,1105,149,4,4,Games,38,4,1,1,4.5
144324608,4.99,23,1,1,4,Games,38,5,32,1,4.5
1107044352,0,352,35,4,12,Games,25,5,1,1,4
620323840,0,26990,189,4.5,9,Games,38,5,5,1,4.5
138526720,0.99,2737,1989,4.5,9,Games,40,5,1,1,4.5
10645504,0,14,1,5,4,Reference,37,2,2,1,4.5
11371520,1.99,628,33,1.5,4,Utilities,37,0,1,1,2
48586752,3.99,43,27,4.5,4,Book,37,5,1,1,4.5
53430272,0,5469,2053,4.5,4,Games,38,5,1,1,4.5
126610432,0,7072,150,4.5,12,Games,37,5,10,1,4.5
46831616,0,148,8,4,4,Games,37,5,14,1,4
232875008,0,105,13,2,4,Entertainment,37,1,1,1,3
16020480,0,0,0,0,4,Catalogs,37,5,1,1,0
63421440,0,91,2,5,4,Education,38,5,2,1,4
40531968,1.99,1838,532,5,4,Games,38,4,1,1,5
111504384,0,11,0,0,4,Business,37,5,1,1,5
347035648,7.99,26,0,0,4,Education,38,5,8,1,5
153125888,0,1235,113,4.5,12,Games,38,5,33,1,4.5
68730880,4.99,497,112,4.5,9,Games,37,5,16,1,4.5
338048000,0,54,17,4.5,9,Games,37,5,1,1,4.5
43257856,1.99,33,3,2.5,17,Sports,37,5,10,1,3.5
15470592,3.99,448,11,2,4,Health & Fitness,13,0,1,1,2
296790016,0,4104,143,4.5,4,Games,37,5,1,1,4.5
17825792,1.99,13,13,3,4,Entertainment,37,0,1,1,3
29124608,0,2554,508,4.5,4,Games,40,5,16,1,4.5
36184064,0,3757,206,4.5,12,Games,40,4,1,1,4.5
910734336,8.99,451,46,4,4,Games,37,5,1,1,4
74728448,0,5717,557,5,12,Games,40,5,1,1,4.5
238636032,0.99,0,0,0,9,Games,43,5,1,1,0
73683968,1.99,11,1,1,4,Games,40,5,1,1,3.5
74420224,0,8922,1196,4.5,4,Games,38,5,3,1,4.5
5113856,0,0,0,0,4,Games,37,2,2,1,0
152692736,0,1245,256,4.5,9,Games,37,5,1,1,4
124445696,3.99,898,89,4.5,9,Games,38,5,13,1,4.5
576817152,0,837,140,4,9,Games,37,5,22,1,4
52744192,2.99,41,9,4.5,9,Games,40,5,2,1,4.5
243613696,1.99,333,329,4.5,4,Games,37,5,1,1,4.5
484895744,0,1050,615,4.5,4,Entertainment,37,5,6,1,4.5
299850752,0,2508,78,4.5,4,Games,38,5,1,1,4.5
97424384,0,0,0,0,4,Games,37,2,5,1,0
276512768,0,1984,13,5,9,Games,37,5,1,1,3.5
64735232,0,1019,79,5,4,Finance,37,0,1,1,4.5
159918080,2.99,153,49,4,12,Games,40,5,1,1,4
207542272,0,7075,31,4,4,Games,38,5,1,1,4.5
76367872,4.99,110,0,0,4,Productivity,37,5,4,1,4
134074368,0,0,0,0,9,Games,43,5,1,1,0
82006016,0,0,0,0,17,Games,37,0,1,1,0
701620224,4.99,1334,469,4,4,Games,25,4,6,1,4
246233088,3.99,978,934,4.5,12,Games,38,5,11,1,4.5
501043200,0,9289,1037,4.5,17,Games,37,5,1,1,4.5
511979520,0,1,1,4,12,Games,38,0,1,1,4
385683456,0,8394,414,4.5,12,Games,37,5,45,1,4.5
135558144,0,1203,123,4,9,Games,40,5,1,1,4.5
7944192,0,134,37,3,4,Photo & Video,37,2,1,1,2.5
986284032,2.99,28,0,0,4,Education,37,5,3,1,3.5
124185600,0,247809,217,4.5,4,Entertainment,37,5,13,1,4.5
221279232,0,11060,713,4.5,4,Games,37,5,1,1,4.5
32125952,0.99,0,0,0,12,Social Networking,38,0,2,1,0
46157824,0,0,0,0,17,Lifestyle,38,0,2,1,0
108232704,0.99,374,68,5,12,Games,38,5,1,1,4.5
47736832,0,429,0,0,4,Games,40,5,1,1,4
1563693056,4.99,58,58,4,12,Games,38,5,6,1,4
136355840,0,29886,103,4.5,12,Games,38,5,12,1,4.5
359676928,0,66004,6514,4.5,4,Games,37,5,12,1,4.5
149613568,0,7749,336,4.5,4,Games,38,5,1,1,4.5
51138560,0,138,14,2.5,12,Utilities,37,0,1,1,3.5
143093760,0.99,256,225,4,9,Games,40,5,1,1,4
149815296,0.99,763,763,4.5,12,Games,40,4,1,1,4.5
153828352,0.99,1079,216,4,9,Games,40,5,1,1,3.5
173576192,0,23298,468,4,4,Games,38,5,1,1,4.5
153812992,0.99,958,757,4.5,9,Games,40,5,1,1,4.5
157528064,0.99,806,806,4.5,12,Games,40,5,1,1,4.5
48274432,0,0,0,0,4,Social Networking,37,0,5,1,0
254512128,1.99,26,7,5,17,Games,38,5,2,1,4.5
99423232,0,355,5,2,4,Music,25,5,0,1,3
291697664,0,63,0,0,12,Games,37,5,6,1,4
4703232,1.99,138,82,2,4,Utilities,37,5,1,1,2.5
29577216,0,304,114,4.5,9,Games,37,5,1,1,4.5
46465024,3.99,207,149,5,4,Book,37,5,1,1,5
40559616,1.99,82,82,4.5,4,Book,37,5,1,1,4.5
107602944,0,1546,99,4.5,4,Games,37,5,4,1,4.5
75766784,0,275,0,0,9,Education,37,5,1,1,4.5
31092736,0,0,0,0,4,Games,40,5,2,1,0
49234944,0,0,0,0,4,Games,38,3,1,1,0
123645952,0,1,1,5,9,Entertainment,37,3,1,1,5
172115968,0,1252,29,4,4,Games,37,5,4,1,4.5
165923840,0,453,1,5,4,Games,37,5,8,1,4
33028096,0,6479,2263,4.5,12,Games,40,5,2,1,4.5
133136384,0,0,0,0,4,Health & Fitness,37,5,2,1,0
201411584,0.99,12,0,0,4,Games,40,5,1,1,5
24906752,0,367,16,4.5,4,Entertainment,37,5,1,1,3
68513792,0,1506,287,3,4,Finance,37,0,1,1,3.5
49049600,1.99,105,52,5,4,Music,37,5,1,1,4.5
65553408,1.99,309,303,4,4,Games,38,5,1,1,4
133328896,0,7907,47,5,4,Business,11,0,1,1,4.5
173878272,0,5753,1991,4,4,Games,38,5,1,1,4
106136576,0,1324,10,4,12,Games,38,5,2,1,4.5
69114880,2.99,114,0,0,4,Entertainment,37,5,2,1,4.5
403637248,4.99,3742,236,4.5,9,Games,37,1,1,1,4
156032000,0,0,0,0,17,Games,40,5,1,1,0
124522496,0,7,0,0,4,Games,40,5,1,1,4.5
39411712,0,10278,873,4.5,4,Games,43,5,2,1,4.5
110904320,0,1465,45,4.5,12,Games,38,5,5,1,4.5
107292672,0,0,0,0,4,Finance,38,0,1,1,0
39056384,0,1,1,5,4,Photo & Video,37,0,2,1,5
400202752,2.99,648,330,4.5,4,Games,40,5,1,1,4.5
15900672,0,346,23,3,17,Entertainment,37,5,1,1,4
222483456,0,263,53,4,4,Games,38,5,11,1,4
373096448,4.99,225,37,4.5,9,Games,37,5,1,1,4
456900608,0,854,44,5,17,Games,37,5,1,1,5
95766528,0,4260,4,5,4,Games,38,5,45,1,3.5
71816192,0,252,1,5,4,Photo & Video,37,0,5,1,5
37767168,4.99,1249,306,4.5,4,Photo & Video,37,5,11,1,4.5
109857792,2.99,37,7,4.5,4,Education,38,5,1,1,4
126582784,2.99,5,5,4.5,4,Education,40,4,1,1,4.5
295681024,0,199,199,4,4,Games,38,5,1,1,4
65695744,0,0,0,0,4,Games,38,5,2,1,0
106076160,0,5805,560,5,4,Games,38,3,7,1,4.5
60974080,0.99,118,26,4.5,9,Games,40,5,13,1,4
217393152,1.99,19,1,5,12,Games,38,5,1,1,3.5
39306240,0,2436,629,5,4,Photo & Video,37,5,1,1,4.5
47478784,9.99,15,4,3,4,Reference,24,5,1,1,2.5
75351040,0.99,0,0,0,12,News,37,0,3,1,0
757837824,1.99,22,4,2,4,Education,38,0,1,1,2.5
757911552,1.99,142,30,3.5,4,Education,24,5,1,1,3
224096256,11.99,0,0,0,4,Education,38,4,1,1,0
2170589184,9.99,0,0,0,12,Games,40,0,2,0,0
8642560,0,2,2,3.5,4,Games,40,3,1,1,3.5
111042560,0.99,20,20,4,4,Games,35,4,1,1,4
182903808,2.99,0,0,0,4,Games,40,1,9,1,0
332068864,0,1460,7,4.5,4,Games,38,5,21,1,4.5
201636864,0,795,43,4.5,4,Games,38,5,10,1,4
29283328,0,891,7,4.5,4,Productivity,37,5,11,1,4.5
35611648,0,17489,729,5,4,Lifestyle,37,5,1,1,5
62609408,3.99,49,22,4.5,4,Book,37,5,1,1,4.5
191375360,2.99,44,7,3.5,4,Education,38,5,3,1,3.5
105433088,1.99,816,339,4.5,4,Games,38,5,1,1,4.5
167431168,0,58738,2560,5,12,Games,38,5,1,1,4.5
48627712,0,455,27,3.5,9,Games,37,5,1,1,4
110992384,0,1655,91,4.5,4,Finance,37,0,1,1,4
503320576,0,285,2,3.5,12,Games,38,5,4,1,4.5
57844736,0,0,0,0,4,Games,40,3,1,1,0
33636352,0,0,0,0,4,Games,40,5,2,1,0
90811392,0,0,0,0,9,Games,40,4,2,1,0
303450112,4.99,1752,886,4,9,Games,37,5,8,1,4
1491860480,3.99,47,7,3.5,4,Book,37,5,1,1,2.5
114122752,0,7109,48,3,17,Music,37,0,1,1,3.5
257001472,0,41036,500,4.5,4,Games,37,5,10,1,4.5
1322848256,0,1296,441,4,9,Games,35,5,1,1,4
205487104,0,52,1,5,4,Games,24,5,12,1,4
61841408,3.99,58,3,4,12,Games,38,5,1,1,4
81757184,0,485,18,4.5,9,Lifestyle,37,5,10,1,5
139665408,0.99,1112,1035,4,9,Games,40,5,1,1,4
69587968,7.99,1,1,5,4,Reference,38,5,1,1,5
14284800,0,655,9,2,4,Shopping,37,5,1,1,4.5
12481536,9.99,2213,58,3.5,17,Social Networking,37,5,7,1,4
1488330752,6.99,9,9,4.5,9,Games,24,5,4,1,4.5
1279516672,2.99,4,4,3,9,Games,38,0,4,1,3
498358272,0.99,73,57,3.5,4,Entertainment,25,0,1,1,4
249491456,3.99,110,110,4,4,Games,37,4,1,1,4
49191936,0,1,1,5,9,Games,38,3,4,1,5
207105024,0,1002,79,4,9,Games,37,5,17,1,4.5
243888128,0,2541,2541,4.5,4,Games,37,5,1,1,4.5
104204288,1.99,83,36,4.5,4,Photo & Video,37,5,21,1,4.5
76221440,2.99,4006,18,4.5,4,Photo & Video,37,0,1,1,4.5
177739776,2.99,11,5,3.5,4,Games,43,5,1,1,4
54482944,3.99,625,154,5,12,Health & Fitness,37,0,1,1,5
169833472,2.99,128,22,4,4,Utilities,37,5,1,1,4
185430016,0,2925,88,4.5,4,Education,37,5,11,1,4.5
84481024,0,937,32,3.5,4,Entertainment,37,0,8,1,3.5
191037440,0,293,147,4,9,Games,38,5,10,1,4.5
74873856,0.99,259,96,3.5,9,Games,37,5,3,1,4
1170735104,6.99,75,75,3.5,9,Games,24,5,4,1,3.5
69612544,0,0,0,0,17,Games,40,5,1,1,0
200108032,0,53162,1339,4,9,Games,40,5,1,1,4.5
61465600,0,21472,245,4.5,4,Games,40,5,3,1,4.5
42460160,0,101,3,4,4,Sports,37,4,1,1,2.5
38659072,0,29,1,5,17,Medical,38,5,1,1,4
212710400,0,7681,15,3,9,Games,38,5,17,1,4.5
41671680,3.99,423,120,5,12,Games,38,5,1,1,5
293599232,4.99,1385,176,4.5,12,Games,37,5,10,1,4.5
54054912,0,0,0,0,4,Catalogs,37,5,2,1,0
192418816,0,0,0,0,4,Weather,37,5,2,1,0
277534720,3.99,36,4,4.5,12,Games,37,5,1,1,3.5
192278528,1.99,391,15,4.5,9,Games,38,5,5,1,4.5
76766208,1.99,0,0,0,4,Games,37,5,5,1,0
90105856,0,15797,239,4.5,4,Entertainment,37,5,1,1,4.5
69795840,0,94,83,4.5,9,Games,37,4,1,1,4.5
34252800,0,190,26,4,4,Games,37,5,2,1,4.5
977829888,5.99,884,446,5,9,Games,38,4,1,1,4.5
58049536,0,21,0,0,12,Photo & Video,37,0,8,1,5
95607808,1.99,16,3,4.5,4,Games,40,5,1,1,4.5
48860160,1.99,43,39,4.5,4,Games,38,3,1,1,4.5
19676160,0.99,129,10,4,4,Games,38,5,1,1,3
105982976,2.99,0,0,0,4,Utilities,37,5,1,1,0
69058560,1.99,79,35,4.5,9,Games,40,4,1,0,4.5
191583232,0,16,1,5,4,Games,43,5,7,1,4
1938644992,15.99,1421,228,4,12,Games,37,5,5,1,4
140593152,1.99,75,17,4,4,Games,38,5,13,1,4
138744832,1.99,56,24,5,9,Games,43,5,1,1,5
16390144,0,1482,29,2.5,12,Travel,37,3,4,1,2
915254272,0.99,12,0,0,9,Games,37,5,1,1,5
49728512,0,2,2,5,4,Games,40,4,2,1,5
100000768,0,141,1,5,4,Games,38,5,1,1,4
230893568,0,833,45,4,9,Games,40,1,33,1,4.5
110900224,2.99,124,63,4,4,Games,38,3,12,1,4
30931968,0.99,15,3,5,12,Social Networking,37,5,1,1,4.5
2116109312,6.99,52,52,3,9,Games,24,5,4,1,3
1921634304,6.99,66,66,4,9,Games,24,5,5,1,4
31588352,9.99,2,2,1,4,Sports,24,5,1,1,1
40820736,0,62,20,4,4,Games,40,5,1,1,3
174329856,0,99,59,4.5,12,Games,37,5,1,1,4.5
101574656,7.99,69,6,4.5,4,Productivity,35,5,7,1,4
119274496,0,1115,2,2.5,4,Photo & Video,37,0,5,1,4
262926336,0.99,301,180,5,9,Games,40,4,1,1,5
255653888,0,1768,83,4,17,Games,37,5,15,1,4.5
34300928,6.99,0,0,0,4,Education,37,5,1,1,0
257843200,0,360,100,3.5,4,Games,38,5,1,1,4
124692480,0,4142,366,4.5,9,Games,38,5,14,1,4.5
105643008,0,0,0,0,4,Games,38,0,1,1,0
155375616,0,261,9,4.5,4,Games,38,5,1,1,4.5
98246656,0,0,0,0,9,Games,40,5,1,1,0
70312960,1.99,0,0,0,4,Food & Drink,38,0,1,1,0
905351168,6.99,19,19,4,9,Games,24,5,5,1,4
1563414528,6.99,6,6,3,9,Games,24,4,4,1,3
1556369408,2.99,2,2,2.5,9,Games,36,0,4,1,2.5
34612224,2.99,27,8,4,4,Education,40,5,1,1,4
50814976,2.99,5478,5478,4.5,12,Games,43,5,1,1,4.5
14188544,0,1179,473,4.5,9,Games,40,3,1,1,4.5
39042048,0,0,0,0,12,Entertainment,38,4,1,1,0
37478400,0,3,3,4.5,4,Games,38,3,1,1,4.5
298553344,2.99,46,46,4,4,Education,40,5,12,1,4
265895936,2.99,7,7,3,4,Education,37,5,32,1,3
230628352,2.99,55,55,3.5,4,Education,40,5,17,1,3.5
493512704,0,176,6,5,12,Games,38,1,1,1,5
142795776,0.99,24,2,2.5,12,Games,37,5,1,1,3.5
233364480,3.99,85,50,4.5,4,Games,40,5,1,1,4.5
97181696,0,36,17,5,12,Games,40,5,1,1,4.5
104366080,0,26,0,0,17,Games,40,0,1,1,4.5
34686976,1.99,0,0,0,4,Education,37,5,1,1,0
249143296,0,4179,790,4.5,9,Games,38,5,1,1,4.5
25467904,0,0,0,0,17,News,38,5,31,1,0
233611264,3.99,245,175,4.5,4,Games,40,4,1,1,4.5
90249216,2.99,0,0,0,17,Photo & Video,38,1,1,1,0
245289984,0,2491,163,5,4,Games,40,5,1,1,5
128109568,1.99,151,20,4.5,4,Games,40,0,11,1,4.5
255006720,3.99,71,1,5,4,Games,24,5,1,1,4.5
125702144,0,285,9,3.5,4,Games,24,5,10,1,4
149087232,0,526,37,4.5,9,Games,40,5,1,1,4
555863040,3.99,0,0,0,4,Education,38,5,13,1,0
94545920,0,47829,708,4.5,9,Book,37,0,8,1,4.5
64180224,0,0,0,0,4,Games,38,2,5,1,0
323284992,4.99,480,30,4,12,Games,40,1,1,1,4
206535680,0,723,60,4.5,4,Games,40,5,6,1,4.5
240695296,0,694,25,2.5,12,Games,37,5,1,1,3
239798272,1.99,67,4,3.5,12,Games,37,5,1,1,4
32174080,0.99,58,3,3,4,Photo & Video,37,0,14,1,2.5
59480064,0,3105,188,4,12,Entertainment,37,5,1,1,2
39518208,0,37,37,4,4,Entertainment,38,2,1,1,4
51452928,0,3111,4,3.5,12,Entertainment,37,5,1,1,2.5
179424256,0.99,184,149,4.5,4,Games,40,5,1,1,4.5
153040896,0,19,0,0,4,Health & Fitness,37,5,7,1,4
39891968,0,0,0,0,12,Navigation,37,4,2,1,0
78232576,0,3682,14,5,4,Health & Fitness,37,0,1,1,5
113420288,0,14,1,5,12,Finance,37,0,1,1,3
27117568,0,13674,0,0,4,Productivity,37,1,9,1,5
114930688,0,55,55,4.5,4,Games,38,4,1,1,4.5
218082304,2.99,186,39,4,4,Education,37,5,1,1,4
95488000,0,0,0,0,17,Entertainment,37,3,2,1,0
80800768,0,0,0,0,12,Finance,38,0,1,1,0
42884096,0,1,1,5,12,Photo & Video,38,0,1,1,5
85194752,0,0,0,0,12,Games,38,5,2,1,0
81313792,0,0,0,0,17,Lifestyle,37,0,2,1,0
45920256,0,0,0,0,17,Games,40,0,1,1,0
112641024,0,2572,4,4,4,Games,38,5,16,1,4.5
211572736,2.99,67,13,5,9,Games,38,5,10,1,4.5
138332160,0,1193,92,4.5,4,Games,38,5,11,1,4.5
129245184,0,3046,1,5,12,Games,40,5,13,1,4.5
78394368,0,813,48,3.5,4,Lifestyle,37,0,1,1,2.5
74308608,0,0,0,0,4,Food & Drink,37,0,2,1,0
68480000,0,31180,76,5,4,Entertainment,37,5,4,1,4.5
327118848,2.99,92,5,4,4,Education,38,5,1,1,3.5
81668096,0,55077,251,4.5,4,Games,38,5,17,1,4.5
378085376,3.99,0,0,0,4,Education,38,4,1,1,0
164859904,0,1478,88,4.5,4,Games,37,5,1,1,4.5
134537216,1.99,70,27,3.5,9,Games,38,5,8,1,4
18505728,1.99,753,3,3.5,12,Utilities,38,5,1,1,4.5
91105280,0,13637,115,3,12,Games,38,5,12,1,4.5
14913536,0.99,20,10,3,4,Productivity,38,0,2,1,3
232399872,0,633,633,4.5,4,Entertainment,39,5,10,1,4.5
923066368,6.99,248,23,5,9,Games,24,5,4,1,4.5
1331712000,6.99,78,78,3.5,9,Games,24,5,3,1,3.5
1331671040,2.99,10,10,2.5,9,Games,38,0,3,1,2.5
636086272,3.99,113,3,5,9,Games,37,5,8,1,4
457690112,4.99,10828,1850,5,12,Games,38,5,17,1,5
23192576,0.99,0,0,0,4,Photo & Video,37,0,31,1,0
17666048,0,0,0,0,4,Games,43,4,1,1,0
292899840,0,0,0,0,17,Games,37,5,1,1,0
160432128,0.99,914,3,4.5,9,Games,38,5,7,1,4.5
1504883712,0,1863,462,4.5,4,Games,37,5,1,1,4
160301056,0,447,153,4.5,4,Games,38,5,6,1,4.5
341238784,0,981,23,4.5,9,Entertainment,35,5,15,1,4.5
102730752,0,1602,0,0,4,Games,38,5,1,1,4
629813248,4.99,78,0,0,12,Games,38,5,7,1,4.5
1925599232,2.99,460,128,4,12,Games,33,5,9,1,3.5
80509952,1.99,157,14,4,4,Games,37,0,1,1,4
22670336,2.99,770,91,3,4,Games,37,5,13,1,3
180713472,0,4387,698,5,17,Games,37,5,1,1,4.5
143358976,3.99,48,15,3,4,Entertainment,38,5,1,1,3
86573056,0,366,3,5,17,Social Networking,37,1,1,1,4
7891968,0,4253,251,4,4,Social Networking,38,1,31,1,4
672662528,3.99,78,28,3,4,Entertainment,38,5,11,1,4
26484736,0.99,5778,813,5,4,Games,40,5,1,1,4.5
71029760,0,1468,85,4.5,4,Games,37,4,10,1,4.5
124174336,3.99,0,0,0,17,Games,40,5,1,1,0
14659584,1.99,28,7,5,4,Utilities,25,5,1,1,5
37148672,1.99,556,202,4.5,4,Games,38,5,1,1,4.5
153385984,0,13241,212,4.5,12,Games,37,5,1,1,4.5
10979328,0,125,2,1,4,Entertainment,37,0,1,1,3
567910400,4.99,1350,325,4.5,9,Games,37,5,1,1,4
135236608,0,84062,1450,4.5,4,Book,37,4,2,1,5
7095296,2.99,35,17,4.5,4,Productivity,37,3,3,1,4
4511744,0.99,11,0,0,4,Productivity,37,4,3,1,4.5
108982272,0,1906,1152,4.5,17,Games,38,5,9,1,4.5
610393088,2.99,316,35,4.5,4,Education,37,5,10,1,4
66080768,0,0,0,0,17,Social Networking,40,4,1,1,0
151161856,0,7511,4,4.5,4,Games,38,5,5,1,4.5
992354304,2.99,9,9,3.5,9,Games,38,0,5,1,3.5
985018368,6.99,72,72,4.5,9,Games,24,5,5,1,4.5
74444800,0,125,6,4,4,Entertainment,37,0,1,1,4.5
705732608,0.99,429,429,4.5,4,Games,38,5,1,1,4.5
95984640,2.99,47,47,4.5,9,Games,37,5,1,1,4.5
166575104,0,1692,49,4.5,9,Games,40,5,1,1,4.5
47351808,0,0,0,0,4,Games,38,5,1,1,0
528184320,0,2129,189,4,12,Games,38,5,13,1,4.5
186636288,0,1133,32,4.5,4,Games,37,5,11,1,4.5
8082432,0.99,55,3,3.5,4,Weather,37,5,3,1,4
40359936,0.99,0,0,0,17,Finance,38,0,2,1,0
154515456,0,0,0,0,9,Games,40,3,1,1,0
592898048,3.99,875,252,4,4,Games,37,5,1,1,4
327962624,0,1,1,3,17,Games,40,5,2,1,3
71539712,0,38,15,4,4,Games,40,5,3,1,4.5
175010816,0,1776,45,4.5,12,Games,37,5,7,1,4.5
69857280,0,12,1,5,4,Games,40,0,1,1,4.5
66817024,0,0,0,0,17,Games,37,4,42,1,0
15563776,0,21012,1427,4.5,17,Entertainment,37,5,1,1,4.5
65808384,0,141,0,0,4,Games,40,4,4,1,4
556161024,0,55011,774,4.5,12,Games,38,5,1,1,4.5
63474688,0,297,23,4.5,9,Productivity,37,0,1,1,4
280523776,0,9768,90,4.5,4,Games,37,5,13,1,4.5
101144576,0,496,242,4,12,Games,37,5,15,1,4
1233862656,2.99,68,26,4.5,9,Games,37,5,10,1,4.5
27328512,0,0,0,0,4,Games,38,2,1,1,0
82202624,2.99,1679,1131,4.5,9,Games,43,5,1,1,5
709790720,3.99,2503,404,4.5,9,Games,38,5,9,1,4.5
399747072,0,4385,118,4.5,4,Entertainment,35,5,1,1,4.5
89788416,0,41,41,4,4,Games,43,5,1,1,4
35807232,0,6313,2349,4.5,4,Games,40,5,1,1,4.5
32857088,0,4375,400,4.5,4,Games,38,1,1,1,4.5
10225664,0,0,0,0,17,Social Networking,37,0,1,1,0
129610752,2.99,155,146,5,4,Games,40,5,1,1,5
111104000,0,229,13,4.5,4,Games,40,5,2,1,4
148458496,0,0,0,0,4,Games,40,4,1,1,0
466280448,4.99,34,27,5,9,Games,40,5,1,1,5
920238080,0,10771,186,4.5,9,Games,37,5,12,1,4.5
2425856,4.99,334,4,4.5,4,Utilities,37,5,1,1,4
1038312448,0,405,7,4.5,9,Games,38,5,1,1,4.5
389818368,0,1392,486,4.5,12,Games,40,5,1,1,4.5
474566656,0,815,484,5,9,Games,37,5,1,1,4.5
1547264,4.99,214,3,1,4,Utilities,38,1,1,1,1
30904320,1.99,36,0,0,9,Games,37,5,9,1,3.5
949374976,6.99,84,84,4,9,Games,24,5,4,1,4
796377088,2.99,20,20,4,9,Games,38,0,4,1,4
65872896,0,648,11,4,17,Entertainment,24,5,1,1,4.5
289340416,0,256,8,2.5,4,Games,38,5,1,1,3.5
107298816,0,236,19,4,4,Games,37,0,1,1,3.5
